#A,B,Weight
17867,12885,1
17867,7695,1
10211,2557,1
10211,7834,1
10211,12885,1
10211,7695,1
2557,7834,1
2557,12885,1
2557,7695,1
7834,12885,1
7834,7695,1
12885,7695,1
17606,8881,2
9928,8881,2
9928,18820,1
8881,4478,2
8881,4983,1
8881,18820,1
4478,18820,1
4983,18820,1
12040,7777,1
12040,1678,1
12040,4429,1
12040,2467,1
12040,17894,1
12040,350,1
7777,1678,1
7777,2467,1
7777,350,1
1678,350,1
4429,2467,1
4429,350,1
2467,17894,1
2467,350,1
12490,17832,1
12490,6565,1
12490,19289,1
17832,6565,1
17832,19289,1
6565,19289,1
4429,3394,7
1504,16676,1
3394,10949,1
3394,16676,1
2983,10949,1
2983,16676,1
10949,15108,1
15108,16676,1
18485,17504,4
18485,14138,2
18485,4515,1
18485,809,2
18485,946,3
18485,14598,1
18485,638,1
17504,14138,4
17504,14598,1
17504,638,1
14138,4515,1
14138,3076,1
14138,14598,1
14138,638,1
4515,946,2
4515,14598,1
4515,638,1
809,14598,1
809,638,1
3076,14598,1
3076,638,1
946,14598,1
946,638,1
14598,638,1
9666,4645,1
7866,7358,1
7866,1504,1
7866,16417,1
7358,1504,3
7358,4645,1
1504,4645,1
4645,16417,1
8030,7777,1
8030,10854,1
8030,301,1
8030,18286,1
8030,5533,1
8030,12831,1
7777,10854,1
10854,301,1
10854,18286,1
10854,5533,1
10854,12831,1
301,5533,1
18286,12831,1
5533,12831,1
10100,8969,1
10100,3818,1
9186,3798,1
9186,18808,2
9186,3818,2
1929,3818,1
3798,3818,1
15649,12093,2
15649,17522,1
15649,8677,1
15649,14583,1
12093,17522,1
12093,8677,1
12093,14583,1
12093,9666,1
17522,8677,1
17522,14583,1
17522,9666,1
8677,14583,1
8677,9666,1
14583,9666,1
18492,12668,1
18492,10209,1
18492,1666,1
18492,7044,1
18492,3855,1
18492,17698,1
18492,16145,1
18492,5165,1
18492,10642,1
18492,16825,1
12668,10209,1
12668,1666,1
12668,7044,1
12668,3855,1
12668,17698,2
12668,17422,1
12668,16145,1
12668,5165,1
12668,10642,1
12668,16825,1
10209,1666,1
10209,7044,1
10209,3855,1
10209,17698,1
10209,17422,1
10209,16145,1
10209,5165,1
10209,10642,1
10209,16825,1
1666,7044,1
1666,3855,1
1666,17698,1
1666,17422,1
1666,16145,1
1666,10642,1
1666,16825,1
7044,3855,1
7044,17698,1
7044,17422,1
7044,16145,1
7044,5165,1
7044,10642,1
7044,16825,1
3855,17698,1
3855,17422,1
3855,16145,1
3855,5165,1
3855,10642,1
3855,16825,1
17698,17422,1
17698,16145,1
17698,10642,1
17422,16145,1
17422,5165,1
17422,10642,1
17422,16825,1
16145,5165,1
16145,10642,1
16145,16825,1
5165,10642,1
10642,16825,1
14012,5862,1
14012,16588,1
14012,11438,1
14012,923,1
14012,10546,1
5862,923,1
5862,10546,1
16588,11438,2
16588,923,1
16588,10546,1
11438,923,1
11438,10546,1
923,10546,1
10684,1177,2
11786,1177,3
3735,19161,2
3735,12917,1
291,791,2
291,12265,5
291,4216,6
291,12917,1
7931,4216,3
7931,5890,3
7931,19161,1
7931,12917,1
7931,9708,4
7931,19336,1
791,12265,3
791,4216,1
791,5890,1
791,19161,1
791,6111,1
791,7789,1
791,12917,1
791,9708,1
791,19336,2
791,5835,1
791,17616,1
12265,5890,2
12265,12917,1
12265,9708,9
12265,17616,1
4216,6111,4
4216,12917,1
5890,12917,1
5890,5835,2
19161,12917,1
19161,5835,2
19161,17616,1
6111,12917,1
7789,12917,1
7789,9708,9
12917,9708,1
12917,19336,1
12917,5835,2
12917,17616,1
5835,17616,1
566,15108,2
566,17708,1
4365,17708,1
15108,18107,1
18107,17708,1
19298,18754,1
19298,9629,1
19298,6435,1
19298,6772,1
19298,17563,1
19298,11676,1
19298,5683,3
19298,11516,1
19298,11523,1
19298,4010,1
19298,8026,1
19298,6346,1
19298,3010,1
19298,14781,1
19298,1694,1
19298,8706,2
19298,13970,1
19298,10610,1
8732,18754,3
8732,9629,1
8732,6435,2
8732,6772,1
8732,17563,1
8732,11676,1
8732,12715,1
8732,11516,1
8732,11523,1
8732,6346,1
8732,3010,1
8732,14781,1
8732,1694,2
8732,10610,1
18754,9629,1
18754,6435,1
18754,6772,1
18754,1345,1
18754,17563,1
18754,11676,1
18754,12715,1
18754,5683,1
18754,18453,1
18754,11516,1
18754,11523,1
18754,4010,1
18754,18768,1
18754,8026,1
18754,6346,1
18754,3010,1
18754,14781,1
18754,1694,1
18754,8706,1
18754,13970,1
18754,6023,1
18754,10610,1
9629,6435,1
9629,6772,1
9629,1345,1
9629,17563,1
9629,11676,1
9629,12715,1
9629,5683,1
9629,18453,1
9629,11516,1
9629,11523,1
9629,4010,1
9629,18768,1
9629,8026,1
9629,6346,1
9629,3010,1
9629,14781,1
9629,1694,1
9629,8706,1
9629,13970,1
9629,6023,1
9629,10610,1
6435,6772,1
6435,1345,1
6435,17563,1
6435,11676,1
6435,12715,1
6435,5683,1
6435,18453,1
6435,11516,1
6435,11523,1
6435,4010,1
6435,18768,1
6435,8026,1
6435,6346,1
6435,3010,1
6435,14781,1
6435,8706,1
6435,13970,1
6435,6023,1
6435,10610,1
6772,1345,1
6772,17563,1
6772,11676,1
6772,12715,1
6772,5683,1
6772,18453,1
6772,11516,1
6772,11523,1
6772,4010,1
6772,18768,1
6772,8026,1
6772,6346,1
6772,3010,1
6772,14781,1
6772,1694,1
6772,8706,1
6772,13970,1
6772,6023,1
6772,10610,1
1345,17563,1
1345,11676,1
1345,5683,1
1345,18453,1
1345,11516,1
1345,11523,1
1345,4010,1
1345,18768,1
1345,8026,1
1345,6346,1
1345,3010,1
1345,14781,1
1345,1694,1
1345,8706,1
1345,13970,1
1345,6023,1
1345,10610,1
17563,11676,1
17563,12715,1
17563,5683,1
17563,18453,1
17563,11516,1
17563,11523,1
17563,4010,1
17563,18768,1
17563,8026,1
17563,6346,1
17563,3010,1
17563,14781,1
17563,1694,1
17563,8706,1
17563,13970,1
17563,6023,1
17563,10610,1
11676,12715,1
11676,5683,1
11676,18453,1
11676,11516,1
11676,11523,1
11676,4010,1
11676,18768,1
11676,8026,1
11676,6346,1
11676,3010,1
11676,14781,1
11676,1694,1
11676,8706,1
11676,13970,1
11676,6023,1
11676,10610,1
12715,5683,1
12715,18453,1
12715,11516,1
12715,11523,1
12715,4010,1
12715,18768,1
12715,8026,1
12715,6346,1
12715,3010,1
12715,14781,1
12715,1694,1
12715,8706,1
12715,13970,1
12715,6023,1
12715,10610,1
5683,18453,1
5683,11516,1
5683,11523,1
5683,4010,1
5683,18768,2
5683,8026,1
5683,6346,1
5683,3010,1
5683,1694,1
5683,8706,2
5683,13970,1
5683,6023,1
5683,10610,1
18453,11516,1
18453,11523,1
18453,4010,1
18453,18768,2
18453,8026,1
18453,6346,1
18453,3010,1
18453,14781,1
18453,1694,1
18453,8706,2
18453,13970,1
18453,6023,1
18453,10610,1
11516,11523,1
11516,4010,1
11516,18768,1
11516,8026,1
11516,6346,1
11516,3010,1
11516,14781,1
11516,1694,1
11516,8706,1
11516,13970,1
11516,6023,1
11516,10610,1
11523,4010,1
11523,18768,1
11523,8026,1
11523,6346,1
11523,3010,1
11523,14781,1
11523,1694,1
11523,8706,1
11523,13970,1
11523,6023,1
11523,10610,1
4010,18768,1
4010,8026,1
4010,6346,1
4010,3010,1
4010,14781,1
4010,1694,1
4010,8706,1
4010,13970,1
4010,6023,1
4010,10610,1
18768,8026,1
18768,6346,1
18768,3010,1
18768,14781,1
18768,1694,1
18768,8706,3
18768,13970,1
18768,6023,1
18768,10610,1
8026,6346,1
8026,3010,1
8026,14781,1
8026,1694,1
8026,8706,1
8026,13970,1
8026,6023,1
8026,10610,1
6346,3010,1
6346,14781,1
6346,1694,1
6346,8706,1
6346,13970,1
6346,6023,1
6346,10610,1
3010,14781,1
3010,1694,1
3010,8706,1
3010,13970,1
3010,6023,1
3010,10610,1
14781,1694,1
14781,8706,1
14781,13970,1
14781,6023,1
14781,10610,1
1694,8706,1
1694,13970,1
1694,6023,1
1694,10610,1
8706,13970,1
8706,6023,1
8706,10610,1
13970,6023,1
13970,10610,1
6023,10610,1
1504,8656,4
1504,8109,1
1504,17176,1
1504,18795,1
1504,2377,1
1504,8243,1
1504,3820,1
1504,15593,1
1504,12236,2
1504,11293,1
1504,10851,1
1229,9708,1
1229,8109,1
1229,17176,1
1229,18795,2
1229,10703,1
1229,12326,1
1229,2377,1
1229,7564,1
1229,1495,1
1229,8243,1
1229,3820,1
1229,291,2
1229,15593,1
1229,12236,1
1229,11293,1
1229,10851,1
7931,8656,3
7931,8109,1
7931,17176,1
7931,18795,1
7931,10703,1
7931,12326,1
7931,2377,1
7931,7564,1
7931,1495,1
7931,8243,1
7931,3820,1
7931,15593,1
7931,12236,1
7931,11293,1
7931,10851,1
3735,8109,1
3735,17176,1
3735,18795,1
3735,12326,1
3735,2377,1
3735,7564,1
3735,1495,1
3735,8243,1
3735,3820,1
3735,15593,1
3735,12236,1
3735,11293,1
3735,10851,1
9666,8109,1
9666,2377,1
9666,8243,2
9666,3820,2
9666,15593,1
9666,11293,1
8656,9708,1
8656,8109,1
8656,17176,1
8656,18795,1
8656,10703,1
8656,12326,1
8656,2377,1
8656,7564,1
8656,1495,1
8656,8243,1
8656,3820,1
8656,291,2
8656,15593,1
8656,12236,1
8656,11293,1
8656,10851,1
9708,8109,1
9708,17176,1
9708,18795,1
9708,2377,1
9708,7564,1
9708,3820,1
9708,15593,1
9708,11293,1
9708,10851,1
8109,17176,1
8109,18795,1
8109,10703,1
8109,12326,1
8109,2377,1
8109,7564,1
8109,1495,1
8109,8243,1
8109,3820,1
8109,291,1
8109,15593,1
8109,12236,1
8109,11293,1
8109,10851,1
17176,18795,1
17176,10703,1
17176,12326,1
17176,2377,1
17176,7564,1
17176,1495,1
17176,8243,1
17176,3820,1
17176,291,1
17176,15593,1
17176,12236,1
17176,11293,1
17176,10851,1
18795,10703,1
18795,12326,1
18795,2377,1
18795,7564,1
18795,1495,1
18795,8243,1
18795,3820,1
18795,291,1
18795,15593,1
18795,12236,1
18795,11293,1
18795,10851,1
10703,2377,1
10703,7564,1
10703,1495,1
10703,3820,1
10703,291,1
10703,15593,1
10703,11293,1
10703,10851,1
12326,2377,1
12326,1495,1
12326,3820,1
12326,291,2
12326,15593,1
12326,11293,1
12326,10851,1
2377,7564,1
2377,1495,1
2377,8243,1
2377,3820,1
2377,291,1
2377,15593,1
2377,12236,1
2377,11293,1
2377,10851,1
7564,1495,1
7564,8243,1
7564,3820,1
7564,291,1
7564,15593,1
7564,11293,1
7564,10851,1
1495,8243,1
1495,3820,1
1495,15593,1
1495,12236,1
1495,11293,1
1495,10851,1
8243,3820,1
8243,291,2
8243,15593,1
8243,11293,1
8243,10851,1
3820,291,1
3820,15593,1
3820,12236,1
3820,10851,1
291,15593,1
291,11293,1
291,10851,1
15593,12236,1
15593,11293,1
15593,10851,1
12236,11293,1
12236,10851,1
11293,10851,1
12605,281,2
12605,17939,2
13199,281,2
13199,17939,2
281,17939,2
281,17064,1
5062,17939,2
5062,17064,1
6051,17939,2
6051,17064,1
17939,17064,1
19128,8691,1
5944,8691,1
14599,8691,1
8691,17708,1
8691,9666,1
8691,11701,1
8691,1177,1
8691,5742,2
8691,8053,1
8691,11438,1
17708,1379,1
17708,11701,1
17708,5742,6
17708,8053,1
17708,11438,1
2339,10096,1
2339,18228,1
2339,12238,1
2339,5724,1
10096,18228,1
10096,12238,1
10096,5724,1
18228,12238,1
18228,5724,1
12238,5724,1
5255,12318,2
5255,7108,5
5255,11003,1
5915,12318,1
5915,7108,2
5915,4868,1
5915,11003,1
12318,7108,1
12318,4868,1
12318,11003,1
7108,11003,1
4868,11003,1
19336,18909,7
19336,16593,5
19161,3014,5
6254,16593,5
6254,1784,5
6254,3014,2
6254,16215,2
18909,3014,2
18909,9820,4
16593,3014,1
16593,9820,3
16593,4235,3
14477,2466,2
14477,10128,2
14477,12971,2
10128,12971,2
12829,17739,5
18514,11212,2
18514,17739,1
9666,11212,5
11212,17739,2
11666,17739,3
2339,12485,1
2339,989,1
2339,15937,1
19298,1917,1
19298,12485,1
19298,3607,1
19298,15937,1
1917,12485,1
1917,989,1
1917,3607,2
1917,15937,1
12485,989,2
12485,3607,1
12485,15937,1
989,3607,1
989,15937,1
3607,15937,1
7777,13563,1
7777,10087,1
17015,13563,1
17015,7007,11
17015,10087,1
13563,7007,1
13563,10087,1
7007,10087,1
8286,17021,1
8286,6559,1
8286,997,1
17021,8354,1
6559,8354,1
8354,997,1
9586,11063,2
9586,3358,1
5634,3358,1
1504,17747,5
17747,3358,1
17747,11298,1
4573,3358,1
11063,5689,3
11063,3358,1
11063,17086,3
11063,11298,1
5689,3358,1
5689,17086,5
5689,11298,1
16137,3358,1
17847,3358,1
17847,17086,6
17847,11298,2
3358,17086,1
3358,11298,1
9666,10143,2
7931,19128,1
13357,2264,1
13357,10143,2
19128,10143,1
2264,10143,1
10143,1784,2
19298,3735,5
19298,895,2
19298,2216,4
19298,18969,4
19298,505,3
19298,14801,1
19298,4767,1
19298,9525,1
19298,4351,1
19298,11925,1
19298,3651,2
19298,10055,1
19298,13208,2
19298,17739,1
19298,18175,1
19298,11319,1
19298,8665,1
19298,3142,1
19298,4904,1
12439,2216,1
12439,505,3
12439,7867,2
12439,14801,1
12439,4767,2
12439,6744,1
12439,15520,3
12439,9525,1
12439,4351,1
12439,4504,3
12439,11925,1
12439,3651,6
12439,10055,1
12439,13208,1
12439,17739,1
12439,17900,1
12439,18175,1
12439,4951,1
12439,3512,1
12439,11319,1
12439,8665,1
12439,3142,1
12439,4904,1
7931,18969,1
7931,505,1
7931,14801,1
7931,4767,1
7931,6744,1
7931,9525,1
7931,4351,1
7931,4504,3
7931,11925,1
7931,10055,1
7931,13208,1
7931,17739,2
7931,17900,1
7931,18175,1
7931,4951,1
7931,11319,1
7931,13193,2
7931,3142,1
7931,4904,1
3735,18969,1
3735,5944,1
3735,12829,3
3735,505,1
3735,14572,3
3735,14801,1
3735,4767,1
3735,6744,1
3735,9525,1
3735,4351,1
3735,11925,1
3735,3651,1
3735,10055,1
3735,13208,1
3735,17900,2
3735,11319,1
3735,16353,2
3735,8665,2
3735,3142,1
3735,4904,1
913,18969,1
913,505,3
913,7867,5
913,14801,1
913,4767,2
913,6744,1
913,9525,1
913,4351,1
913,11925,1
913,10055,1
913,13208,1
913,17739,2
913,17900,1
913,18175,1
913,4951,1
913,3512,2
913,11319,1
913,3142,1
913,4904,1
895,18969,1
895,12829,1
895,505,1
895,14572,1
895,14801,1
895,4767,1
895,6744,1
895,15520,1
895,9525,1
895,4351,1
895,4504,1
895,11925,1
895,3651,1
895,10055,1
895,13208,1
895,17739,1
895,17900,1
895,18175,1
895,4951,1
895,3512,1
895,11319,1
895,16353,1
895,13193,2
895,8665,1
895,3142,1
895,4904,1
2216,18969,1
2216,5944,1
2216,3577,1
2216,12829,1
2216,505,1
2216,14572,1
2216,10211,1
2216,14801,1
2216,4767,1
2216,6744,1
2216,15520,1
2216,9525,1
2216,4351,1
2216,4504,1
2216,11925,1
2216,3651,1
2216,10055,1
2216,13208,1
2216,17739,1
2216,17900,1
2216,3512,1
2216,11319,1
2216,16353,1
2216,13193,1
2216,8665,1
2216,3142,1
2216,4904,1
18969,3577,1
18969,12829,1
18969,505,1
18969,14572,1
18969,7867,1
18969,10211,2
18969,14801,1
18969,4767,1
18969,6744,1
18969,15520,1
18969,9525,1
18969,4351,1
18969,4504,1
18969,11925,1
18969,3651,1
18969,10055,1
18969,13208,1
18969,17739,1
18969,17900,1
18969,18175,1
18969,4951,1
18969,7929,1
18969,3512,1
18969,11319,1
18969,16353,1
18969,12983,1
18969,13193,1
18969,8665,1
18969,11083,1
18969,3142,1
18969,4904,1
9666,505,3
9666,14801,1
9666,9525,1
9666,11925,1
9666,13208,1
9666,3142,1
9666,4904,2
5944,12829,2
5944,14801,1
5944,4767,1
5944,6744,1
5944,4504,2
5944,11925,1
5944,3651,1
5944,10055,1
5944,13208,1
5944,17739,1
5944,17900,1
5944,18175,1
5944,4951,1
5944,7929,1
5944,11319,1
5944,12983,2
5944,8665,1
5944,11083,1
5944,3142,1
5944,4904,1
3577,505,1
3577,14572,2
3577,7867,1
3577,10211,2
3577,14801,1
3577,4767,1
3577,6744,1
3577,15520,1
3577,9525,1
3577,4351,1
3577,4504,1
3577,11925,1
3577,10055,1
3577,13208,1
3577,17739,2
3577,17900,1
3577,18175,1
3577,4951,1
3577,3512,2
3577,11319,1
3577,13193,2
3577,8665,1
3577,11083,3
3577,3142,1
3577,4904,1
17894,505,1
17894,14801,1
17894,6744,1
17894,9525,1
17894,4351,1
17894,4504,1
17894,11925,1
17894,3651,1
17894,10055,1
17894,13208,1
17894,17739,3
17894,18175,1
17894,4951,1
17894,11319,1
17894,13193,2
17894,3142,1
17894,4904,1
12829,505,1
12829,7867,1
12829,14801,1
12829,4767,1
12829,6744,1
12829,15520,1
12829,9525,1
12829,4351,1
12829,4504,1
12829,11925,1
12829,3651,1
12829,10055,1
12829,13208,1
12829,17900,1
12829,18175,1
12829,4951,1
12829,7929,1
12829,3512,1
12829,11319,1
12829,13193,1
12829,3142,1
12829,4904,1
505,14572,1
505,7867,1
505,10211,1
505,14801,1
505,4767,1
505,6744,1
505,15520,1
505,9525,1
505,4351,1
505,11925,1
505,3651,1
505,10055,1
505,13208,1
505,17739,1
505,17900,1
505,18175,1
505,4951,1
505,7929,1
505,3512,1
505,11319,1
505,16353,1
505,12983,1
505,8665,1
505,11083,1
505,3142,1
505,4904,1
14572,7867,4
14572,14801,1
14572,4767,1
14572,6744,1
14572,15520,1
14572,9525,1
14572,4504,1
14572,11925,1
14572,3651,2
14572,10055,1
14572,13208,1
14572,17739,1
14572,17900,1
14572,18175,1
14572,4951,1
14572,7929,1
14572,3512,1
14572,11319,1
14572,16353,1
14572,13193,1
14572,8665,1
14572,11083,1
14572,3142,1
14572,4904,1
7867,14801,1
7867,4767,1
7867,6744,1
7867,9525,1
7867,4504,1
7867,11925,1
7867,3651,1
7867,10055,1
7867,13208,1
7867,17739,1
7867,17900,1
7867,18175,1
7867,4951,1
7867,3512,2
7867,11319,1
7867,16353,1
7867,13193,1
7867,8665,1
7867,11083,1
7867,3142,1
7867,4904,1
10211,14801,1
10211,6744,1
10211,15520,4
10211,9525,1
10211,4351,1
10211,4504,1
10211,11925,1
10211,3651,3
10211,10055,1
10211,13208,1
10211,17739,1
10211,18175,1
10211,4951,1
10211,3512,1
10211,11319,1
10211,16353,1
10211,13193,2
10211,8665,1
10211,11083,2
10211,3142,1
10211,4904,1
14801,4767,1
14801,6744,1
14801,15520,1
14801,9525,1
14801,4351,1
14801,4504,1
14801,11925,1
14801,3651,1
14801,10055,1
14801,13208,1
14801,17739,1
14801,17900,1
14801,18175,1
14801,4951,1
14801,7929,1
14801,3512,1
14801,11319,1
14801,16353,1
14801,12983,1
14801,13193,1
14801,8665,1
14801,11083,1
14801,3142,1
14801,4904,1
4767,6744,1
4767,15520,1
4767,9525,1
4767,4351,2
4767,4504,1
4767,11925,1
4767,3651,1
4767,10055,1
4767,13208,1
4767,17739,1
4767,17900,1
4767,18175,1
4767,4951,1
4767,7929,1
4767,3512,1
4767,11319,1
4767,16353,1
4767,12983,2
4767,13193,1
4767,8665,1
4767,11083,2
4767,3142,1
4767,4904,1
6744,15520,1
6744,9525,1
6744,4351,1
6744,4504,1
6744,11925,1
6744,3651,1
6744,10055,1
6744,13208,1
6744,17739,1
6744,17900,1
6744,18175,1
6744,4951,1
6744,7929,1
6744,11319,1
6744,16353,1
6744,12983,1
6744,13193,1
6744,8665,1
6744,11083,1
6744,3142,1
6744,4904,1
15520,9525,1
15520,4351,1
15520,4504,1
15520,11925,1
15520,3651,1
15520,10055,1
15520,13208,1
15520,17739,2
15520,17900,1
15520,18175,1
15520,4951,1
15520,3512,1
15520,11319,1
15520,16353,1
15520,13193,1
15520,11083,1
15520,3142,1
15520,4904,1
9525,4351,1
9525,4504,1
9525,11925,1
9525,3651,1
9525,10055,1
9525,13208,1
9525,17739,1
9525,17900,1
9525,18175,1
9525,4951,1
9525,7929,1
9525,3512,1
9525,11319,1
9525,16353,1
9525,12983,1
9525,13193,1
9525,8665,1
9525,11083,1
9525,3142,1
9525,4904,1
4351,4504,1
4351,11925,1
4351,3651,1
4351,10055,1
4351,13208,1
4351,17739,1
4351,17900,1
4351,18175,1
4351,4951,1
4351,7929,1
4351,11319,1
4351,16353,1
4351,13193,1
4351,8665,1
4351,11083,1
4351,3142,1
4351,4904,1
4504,11925,1
4504,3651,1
4504,10055,1
4504,13208,1
4504,17739,1
4504,17900,1
4504,18175,1
4504,4951,1
4504,7929,1
4504,3512,1
4504,11319,1
4504,16353,1
4504,8665,1
4504,11083,1
4504,3142,1
4504,4904,1
11925,3651,1
11925,10055,1
11925,13208,1
11925,17739,1
11925,17900,1
11925,18175,1
11925,4951,1
11925,7929,1
11925,3512,1
11925,11319,1
11925,16353,1
11925,12983,1
11925,13193,1
11925,8665,1
11925,11083,1
11925,3142,1
11925,4904,1
3651,10055,1
3651,13208,1
3651,17739,1
3651,17900,1
3651,18175,1
3651,4951,1
3651,7929,1
3651,3512,1
3651,11319,1
3651,16353,1
3651,13193,1
3651,8665,1
3651,11083,2
3651,3142,1
3651,4904,1
10055,13208,1
10055,17739,1
10055,17900,1
10055,18175,1
10055,4951,1
10055,7929,1
10055,3512,1
10055,11319,1
10055,16353,1
10055,12983,1
10055,13193,1
10055,8665,1
10055,11083,1
10055,3142,1
10055,4904,1
13208,17739,1
13208,17900,1
13208,18175,1
13208,4951,1
13208,7929,1
13208,3512,1
13208,11319,1
13208,16353,1
13208,12983,1
13208,13193,1
13208,8665,1
13208,11083,1
13208,3142,1
13208,4904,1
17739,17900,1
17739,18175,1
17739,4951,1
17739,7929,1
17739,3512,1
17739,11319,1
17739,16353,1
17739,12983,1
17739,13193,1
17739,8665,1
17739,11083,1
17739,3142,1
17739,4904,1
17900,18175,1
17900,4951,1
17900,7929,1
17900,3512,1
17900,11319,1
17900,16353,1
17900,12983,1
17900,13193,1
17900,8665,1
17900,11083,1
17900,3142,1
17900,4904,1
18175,3512,1
18175,11319,1
18175,16353,1
18175,12983,2
18175,13193,1
18175,8665,1
18175,11083,1
18175,3142,1
18175,4904,1
4951,3512,1
4951,11319,1
4951,16353,1
4951,13193,1
4951,8665,1
4951,3142,1
4951,4904,1
7929,3512,1
7929,11319,1
7929,16353,1
7929,13193,1
7929,8665,1
7929,3142,1
7929,4904,1
3512,11319,1
3512,16353,1
3512,12983,2
3512,13193,1
3512,8665,1
3512,11083,1
3512,3142,1
3512,4904,1
11319,12983,1
11319,8665,1
11319,11083,1
11319,3142,1
11319,4904,1
16353,8665,1
16353,11083,1
16353,3142,1
16353,4904,1
12983,13193,2
12983,8665,1
12983,3142,1
12983,4904,1
13193,8665,1
13193,3142,1
13193,4904,1
8665,11083,1
8665,3142,1
8665,4904,1
11083,3142,1
11083,4904,1
3142,4904,1
19298,18376,1
913,10619,1
913,103,1
505,10619,1
505,103,1
13193,8982,5
13193,2781,1
954,2781,1
8982,2781,1
3014,2781,1
2781,12289,1
2781,4290,1
2781,1784,2
8220,8884,1
8220,3394,1
8884,2824,1
3394,2824,1
5768,13455,1
5768,4230,1
5768,2960,1
5768,5926,1
5768,13402,1
5768,18376,1
5768,17587,1
5768,16679,1
13455,4230,1
13455,2960,1
13455,5926,1
13455,13402,1
13455,18376,1
13455,17587,1
4230,18376,1
4230,17587,1
2960,18376,1
2960,17587,1
5926,18376,1
5926,17587,1
13402,18376,1
13402,17587,1
18376,17587,1
18376,16679,1
17587,16679,1
4172,12141,2
4172,15812,6
4172,9979,1
15812,9979,2
5094,133,3
5094,123,1
133,123,1
3014,366,4
3014,17328,1
1784,366,4
1784,9496,1
366,15227,1
366,1673,1
366,9496,1
366,17328,1
366,571,1
5029,17328,4
8982,9496,1
8982,17328,1
15227,9496,1
9496,17328,1
9496,571,2
8477,14713,1
8477,4683,1
19298,14713,1
9975,8683,1
9975,18820,1
9975,12097,1
9975,16342,2
9975,14923,3
8683,18725,1
8683,18820,1
8683,12097,1
8683,16342,1
8683,14923,1
8683,17811,1
8683,4013,1
8683,6111,1
18725,18820,1
18725,12097,1
18725,16342,2
18725,14923,2
18725,17811,2
18725,4013,2
18725,6111,2
18820,17811,1
18820,4013,1
12097,16342,2
12097,14923,2
12097,17811,1
12097,4013,1
12097,6111,1
16342,14923,2
11810,3138,1
11810,6844,1
11810,13377,1
11810,13109,1
11810,14992,1
11810,10978,1
11810,12659,1
3138,6844,1
3138,13377,1
3138,13109,1
3138,14992,1
3138,10978,1
3138,12659,1
6844,14992,1
6844,10978,1
6844,12659,1
13377,14992,1
13377,10978,1
13377,12659,1
13109,14992,1
13109,10978,1
13109,12659,1
14992,10978,1
14992,12659,1
10978,12659,1
7789,12605,2
7789,3995,1
7789,10651,1
7789,4833,1
7789,17277,2
7789,15763,1
12605,3995,1
12605,10651,1
12605,4833,1
12605,17277,1
12605,7940,1
12605,15763,1
3995,10651,1
3995,4833,1
3995,17277,1
3995,7940,1
3995,15763,1
3995,13728,1
3995,4429,1
10651,4833,1
10651,17277,1
10651,7940,1
10651,15763,1
10651,13728,1
10651,4429,1
4833,17277,1
4833,7940,1
4833,15763,1
4833,13728,1
4833,4429,1
15763,13728,4
15763,4429,1
3076,2839,4
3076,14079,8
10960,2839,3
10960,14079,3
4515,1936,2
4515,2839,2
4515,14079,5
1936,15226,1
1936,2839,4
1936,15962,3
1936,13293,2
15226,2839,1
15226,14079,1
15226,15962,1
15226,13293,1
2839,14079,4
2839,13293,3
3076,1293,1
13422,9820,3
13422,3014,3
13422,1784,3
13422,1293,1
9820,1293,1
3014,1293,1
1784,1293,1
16679,1963,1
16679,1141,1
16679,15343,1
16679,6605,1
1963,1083,1
1963,7479,1
1963,12614,1
1963,15343,1
1963,6605,1
1963,10569,1
1141,1083,1
1141,18179,1
1141,7479,1
1141,12614,1
1141,15343,1
1141,6605,1
1141,10569,1
9820,1083,2
9820,7479,3
9820,12614,1
1083,12614,1
1083,15343,1
1083,6605,1
1083,17708,1
18179,15343,1
7479,15343,1
7479,6605,1
7479,17708,1
12614,15343,1
12614,17708,1
15343,6605,1
15343,10569,1
15343,17708,1
6605,10569,1
6605,17708,1
13527,10679,1
13527,10855,1
13527,3276,1
13527,13548,1
13527,17362,1
13527,11795,1
10679,10855,1
10679,3276,1
10679,13548,1
10679,17362,1
10679,11795,1
10855,3276,1
10855,13548,1
10855,17362,1
10855,11795,1
3276,13548,1
3276,17362,1
3276,11795,1
13548,17362,1
13548,11795,1
17362,11795,1
17747,5003,1
17747,18463,1
17747,5944,1
5003,18463,1
5003,9563,1
5003,18383,1
5003,5835,1
5003,5944,6
18463,9563,3
18463,5835,1
18463,5944,1
9563,5944,1
18383,5944,1
5835,5944,2
4573,16688,1
1504,16507,4
1504,16688,2
5910,16507,2
5910,16215,1
5910,16688,2
5910,12611,1
5910,8793,2
16507,16215,2
16507,16688,2
16507,12611,1
16507,1821,1
16507,17827,1
16507,7876,1
16215,16688,1
16215,12611,1
16215,17827,1
16215,8793,1
16215,7876,1
16688,12611,1
16688,12312,2
16688,17827,2
16688,8793,2
12611,8793,1
12611,7876,1
1821,8793,2
8877,14531,1
8877,15343,1
8877,14869,1
8877,4383,1
8877,16241,1
8877,7193,1
8877,5871,1
8877,4455,1
8877,15160,1
8877,17927,1
8877,8703,1
8877,8792,1
14531,15343,3
14531,14869,4
14531,16241,1
14531,5871,1
14531,15160,1
14531,17927,1
14531,8703,1
14531,8792,1
15343,14869,2
15343,4383,1
15343,1034,1
15343,7193,1
