#A,B,Weight
9877,16104,1
9877,10141,12
16104,10141,1
6528,11087,2
6528,301,3
11087,7518,2
11087,2522,1
11087,7931,1
11087,301,2
11087,11357,2
7518,2522,1
2522,301,1
2522,996,2
6144,10900,1
17769,7724,3
17769,2605,1
17769,10900,1
17769,13989,1
17769,81,2
17769,12597,2
1400,10363,12
1400,2605,2
10363,2605,1
10363,10900,1
10363,13989,1
10363,81,1
7724,2605,1
7724,10900,1
7724,13989,1
7724,12597,2
6720,2605,1
6720,10900,1
6720,13989,1
6720,81,2
6720,12597,2
2605,10900,1
2605,13989,2
10900,13989,1
10900,81,1
10900,12597,2
6392,9610,4
6392,13756,2
6144,9610,3
6144,13756,2
7072,205,5
7072,9610,2
7072,13756,1
205,9610,4
205,13756,2
205,9843,2
13851,9610,4
13851,13756,2
13851,9843,2
9610,13756,1
9610,9843,1
13756,9843,1
8220,1504,1
8220,4096,1
8220,17474,1
1504,3553,1
1504,11405,1
1504,17474,1
3190,3553,1
3190,11405,1
3190,17474,1
437,3553,1
437,11405,1
437,4096,1
437,17474,1
3553,11405,1
3553,4096,1
3553,17474,1
3553,5835,1
3553,4039,3
11405,4096,1
11405,17474,1
11405,5835,1
11405,4039,1
4096,17474,1
4096,5835,1
4096,4039,1
17474,5835,2
17474,4039,1
15108,12541,2
15108,12989,11
10813,12541,3
10813,12989,12
13169,2592,1
13169,9258,1
13169,18879,1
13169,5743,1
13169,752,1
13169,6022,1
13169,19169,1
13169,8219,1
13169,5111,1
2592,9258,1
2592,18879,1
2592,5743,1
2592,752,1
2592,6022,1
2592,19169,1
2592,8219,1
2592,5111,1
9258,18879,1
9258,5743,1
9258,752,1
9258,6022,1
9258,19169,1
9258,8219,1
9258,5111,1
18879,5743,1
18879,752,1
18879,6022,1
18879,19169,1
18879,8219,1
18879,5111,1
5743,752,1
5743,6022,1
5743,19169,1
5743,8219,1
5743,5111,1
752,6022,1
752,19169,1
752,8219,1
752,5111,1
6022,19169,1
6022,8219,1
6022,5111,1
19169,8219,1
19169,5111,1
8219,5111,1
4235,18205,2
2238,18205,1
2238,1619,1
2238,10813,1
2238,13283,1
2238,15125,1
954,18205,1
954,15125,1
5029,18205,1
5029,15125,3
18205,4416,1
18205,8884,1
18205,1619,1
18205,10813,1
18205,8277,1
18205,13283,1
18205,15125,1
18205,6020,1
1619,13283,1
1619,15125,1
1619,6020,1
10813,13283,4
13283,15125,1
13283,6020,1
4429,8884,5
4429,8277,1
1480,8884,3
1480,8277,2
9329,306,1
9329,7508,1
9329,11999,1
3341,306,1
3341,7508,1
3341,11999,1
306,7508,1
306,11999,1
7508,11999,1
17666,8112,2
17666,1504,2
17666,9666,1
17666,15323,2
17666,13048,1
120,8112,2
120,1504,2
120,9666,5
120,15323,2
120,13048,1
8112,13048,1
1504,13048,1
9666,15323,5
9666,13048,1
15323,13048,1
1519,1619,1
1519,10813,1
8277,3014,12
7093,8060,1
7093,10211,1
7093,7077,1
7093,10358,1
7093,678,1
7093,17416,1
7093,64,1
7093,6233,1
7093,11219,1
7093,8719,1
8060,678,1
8060,17416,1
8060,64,1
8060,6233,1
8060,11219,1
10211,10358,1
10211,678,1
10211,17416,1
10211,64,1
10211,6233,1
10211,11219,1
7077,10358,1
7077,678,1
7077,17416,1
7077,64,1
7077,6233,1
7077,11219,1
7077,8719,5
10358,678,1
10358,17416,1
10358,64,1
10358,6233,1
10358,11219,1
10358,8719,1
678,17416,1
678,64,1
678,6233,1
678,11219,1
678,8719,1
17416,64,1
17416,6233,1
17416,11219,1
17416,8719,1
64,6233,1
64,11219,1
64,8719,1
6233,11219,1
6233,8719,1
11219,8719,1
10718,4351,2
5480,4351,1
18353,4351,2
18353,14923,1
18353,17830,1
5944,4351,2
5944,13390,3
1504,14923,4
1504,17830,1
12556,17783,16
12556,4351,1
12556,17830,1
17783,4351,2
4351,14923,1
4351,13390,1
4351,17830,1
4351,4235,3
4351,9877,1
14923,9877,2
9820,16496,2
9820,16716,1
12412,18820,1
12412,16496,1
12412,16716,1
12412,3952,1
12412,2188,1
18820,13789,1
18820,16496,2
18820,16716,1
18820,2188,1
18820,11203,1
1963,13789,1
1963,16496,2
1963,16716,1
13789,16496,1
13789,16716,1
13789,3952,1
13789,2188,1
13789,11203,1
16496,16716,1
16496,3952,1
16496,2188,1
16496,11203,1
16716,3952,1
16716,2188,1
16716,11203,1
1784,11602,2
1784,6960,1
1784,9385,1
11602,18464,1
11602,3014,1
11602,6960,1
11602,9385,2
11602,9820,1
18464,6960,1
18464,9385,1
3014,6960,1
3014,9385,1
6960,9385,1
6960,9820,1
9385,9820,1
19298,1169,2
19298,14367,1
19298,11496,1
19298,4571,1
19298,3114,1
19298,11131,1
19298,16589,1
19298,13874,1
19298,83,1
19298,7990,1
19298,3547,1
19298,3173,1
19298,5034,1
19298,13596,1
19298,4596,1
19298,16769,1
19298,7771,1
19298,7335,1
19298,6818,1
14531,2297,4
14531,4179,1
14531,5862,3
14531,13277,1
14531,1169,1
14531,14367,1
14531,6984,4
14531,11496,1
14531,4571,1
14531,3114,1
14531,16589,1
14531,13874,1
14531,83,1
14531,7990,1
14531,3547,1
14531,3173,1
14531,5034,1
14531,13596,1
14531,4596,1
14531,16769,1
14531,7771,1
14531,7335,1
14531,6818,1
12620,8220,1
12620,4179,1
12620,5862,1
12620,7759,2
12620,6037,1
12620,5814,2
12620,13277,2
12620,1169,1
12620,14367,1
12620,6984,1
12620,11496,1
12620,4571,1
12620,3114,1
12620,11131,1
12620,16589,1
12620,14625,1
12620,13874,1
12620,7929,1
12620,19189,1
12620,12541,1
12620,83,1
12620,7990,1
12620,3547,1
12620,3173,1
12620,5034,1
12620,13596,1
12620,4596,1
12620,16769,1
12620,7771,1
12620,7335,1
12620,6818,1
17708,4179,1
17708,2339,2
17708,7759,2
17708,13277,1
17708,1169,1
17708,14367,1
17708,6984,1
17708,11496,1
17708,4571,1
17708,3114,1
17708,11131,1
17708,16589,1
17708,14625,1
17708,13874,1
17708,19189,1
17708,12541,3
17708,83,1
17708,7990,1
17708,3547,1
17708,3173,1
17708,5034,1
17708,13596,1
17708,4596,1
17708,16769,1
17708,7771,1
17708,7335,1
17708,6818,1
8220,2297,1
8220,16067,3
8220,2339,2
8220,6037,2
8220,5814,2
8220,13277,1
8220,1169,1
8220,14367,1
8220,6984,1
8220,11496,1
8220,4571,1
8220,3114,1
8220,11131,1
8220,16589,1
8220,14625,1
8220,7929,2
8220,19189,1
8220,12541,1
8220,83,1
8220,7990,1
8220,3547,1
8220,3173,1
8220,5034,1
8220,13596,1
8220,4596,1
8220,16769,1
8220,7771,1
8220,7335,1
8220,6818,1
13169,4179,1
13169,2339,5
13169,6037,3
13169,13277,1
13169,1169,1
13169,14367,1
13169,6984,1
13169,11496,1
13169,4571,1
13169,3114,1
13169,11131,1
13169,16589,1
13169,14625,1
13169,13874,1
13169,7929,1
13169,12541,3
13169,83,1
13169,7990,1
13169,3547,1
13169,3173,2
13169,5034,1
13169,13596,3
13169,4596,1
13169,16769,1
13169,7771,1
13169,7335,1
13169,6818,1
2297,16067,1
2297,1734,3
2297,4179,1
2297,2339,8
2297,7759,2
2297,6037,1
2297,5814,1
2297,13277,1
2297,1169,1
2297,14367,1
2297,6984,1
2297,11496,1
2297,4571,1
2297,3114,1
2297,11131,1
2297,16589,1
2297,14625,1
2297,13874,1
2297,7929,1
2297,19189,1
2297,83,1
2297,7990,1
2297,3547,1
2297,3173,1
2297,5034,1
2297,13596,1
2297,4596,1
2297,16769,1
2297,7771,1
2297,7335,1
2297,6818,1
16067,1734,5
16067,4179,1
16067,6037,2
16067,5814,1
16067,13277,1
16067,1169,1
16067,14367,1
16067,6984,4
16067,11496,1
16067,4571,1
16067,3114,1
16067,11131,1
16067,16589,1
16067,13874,2
16067,19189,1
16067,83,1
16067,7990,1
16067,3547,1
16067,3173,1
16067,5034,1
16067,13596,1
16067,4596,1
16067,16769,1
16067,7771,1
16067,7335,1
16067,6818,1
1734,4179,1
1734,6037,2
1734,1169,1
1734,14367,1
1734,6984,1
1734,11496,1
1734,4571,1
1734,3114,1
1734,11131,1
1734,16589,1
1734,14625,1
1734,12541,1
1734,83,1
1734,7990,1
1734,3547,1
1734,3173,1
1734,5034,1
1734,13596,1
1734,4596,1
1734,16769,1
1734,7771,1
1734,7335,1
1734,6818,1
4179,2339,1
4179,5862,1
4179,7759,1
4179,6037,1
4179,5814,1
4179,13277,1
4179,1169,1
4179,14367,1
4179,6984,1
4179,11496,1
4179,4571,1
4179,3114,1
4179,11131,1
4179,16589,1
4179,14625,1
4179,13874,1
4179,7929,1
4179,19189,1
4179,12541,1
4179,83,1
4179,7990,1
4179,3547,1
4179,3173,1
4179,5034,1
4179,13596,1
4179,4596,1
4179,16769,1
4179,7771,1
4179,7335,1
4179,6818,1
2339,5862,1
2339,6037,3
2339,1169,2
2339,14367,1
2339,6984,1
2339,11496,1
2339,4571,1
2339,3114,1
2339,11131,1
2339,16589,1
2339,14625,1
2339,13874,1
2339,19189,1
2339,12541,2
2339,83,1
2339,7990,1
2339,3547,1
2339,3173,1
2339,5034,1
2339,13596,1
2339,4596,1
2339,16769,1
2339,7771,1
2339,7335,1
2339,6818,1
5862,6037,1
5862,5814,4
5862,13277,1
5862,1169,1
5862,14367,1
5862,6984,1
5862,11496,1
5862,4571,1
5862,3114,1
5862,11131,1
5862,16589,1
5862,14625,1
5862,13874,1
5862,19189,3
5862,83,1
5862,7990,1
5862,3547,1
5862,3173,1
5862,5034,1
5862,13596,1
5862,4596,1
5862,16769,1
5862,7771,1
5862,7335,1
5862,6818,1
7759,6037,1
7759,1169,1
7759,14367,1
7759,6984,1
7759,11496,1
7759,4571,1
7759,3114,1
7759,11131,1
7759,16589,1
7759,14625,1
7759,13874,1
7759,12541,1
7759,83,1
7759,3547,1
7759,3173,1
7759,5034,1
7759,13596,1
7759,4596,1
7759,16769,1
7759,7771,1
7759,7335,1
7759,6818,1
6037,5814,2
6037,13277,1
6037,1169,1
6037,14367,1
6037,6984,1
6037,11496,1
6037,4571,1
6037,3114,1
6037,11131,1
6037,16589,1
6037,14625,1
6037,13874,1
6037,7929,1
6037,19189,1
6037,12541,1
6037,83,1
6037,7990,1
6037,3547,1
6037,3173,1
6037,5034,1
6037,13596,1
6037,4596,1
6037,16769,1
6037,7771,1
6037,7335,1
6037,6818,1
5814,13277,2
5814,1169,1
5814,14367,1
5814,6984,1
5814,11496,1
5814,4571,1
5814,3114,1
5814,11131,1
5814,16589,1
5814,14625,1
5814,13874,1
5814,19189,2
5814,12541,1
5814,83,1
5814,7990,1
5814,3547,1
5814,3173,1
5814,5034,1
5814,13596,1
5814,4596,1
5814,16769,1
5814,7771,1
5814,7335,1
5814,6818,1
13277,1169,1
13277,14367,1
13277,6984,1
13277,11496,1
13277,4571,1
13277,3114,1
13277,11131,1
13277,16589,1
13277,14625,1
13277,13874,1
13277,19189,1
13277,83,1
13277,3547,1
13277,3173,1
13277,5034,1
13277,13596,1
13277,4596,1
13277,16769,1
13277,7771,1
13277,7335,1
13277,6818,1
1169,14367,1
1169,6984,1
1169,11496,1
1169,4571,1
1169,3114,1
1169,11131,1
1169,16589,1
1169,14625,1
1169,13874,1
1169,7929,1
1169,19189,1
1169,12541,1
1169,83,1
1169,7990,1
1169,3547,1
1169,3173,1
1169,5034,1
1169,13596,1
1169,4596,1
1169,16769,1
1169,7771,1
1169,7335,1
1169,6818,1
14367,6984,1
14367,11496,1
14367,4571,1
14367,3114,1
14367,11131,1
14367,16589,1
14367,14625,1
14367,13874,1
14367,7929,1
14367,12541,1
14367,83,1
14367,7990,1
14367,3547,1
14367,3173,1
14367,5034,1
14367,13596,1
14367,4596,1
14367,16769,1
14367,7771,1
14367,7335,1
14367,6818,1
6984,11496,1
6984,4571,1
6984,3114,1
6984,11131,1
6984,16589,1
6984,14625,1
6984,13874,1
6984,7929,1
6984,19189,1
6984,12541,1
6984,83,1
6984,7990,1
6984,3547,1
6984,3173,1
6984,5034,1
6984,13596,1
6984,4596,1
6984,16769,1
6984,7771,1
6984,7335,1
6984,6818,1
11496,4571,1
11496,3114,1
11496,11131,1
11496,16589,1
11496,14625,1
11496,13874,1
11496,7929,1
11496,19189,1
11496,12541,1
11496,83,1
11496,7990,1
11496,3547,1
11496,3173,1
11496,5034,1
11496,13596,1
11496,4596,1
11496,16769,1
11496,7771,1
11496,7335,1
11496,6818,1
4571,3114,1
4571,11131,1
4571,16589,1
4571,14625,1
4571,13874,1
4571,7929,1
4571,19189,1
4571,12541,1
4571,83,1
4571,7990,1
4571,3547,1
4571,3173,1
4571,5034,1
4571,13596,1
4571,4596,1
4571,16769,1
4571,7771,1
4571,7335,1
4571,6818,1
3114,11131,1
3114,16589,1
3114,14625,1
3114,13874,1
3114,7929,1
3114,19189,1
3114,12541,1
3114,83,1
3114,7990,1
3114,3547,1
3114,3173,1
3114,5034,1
3114,13596,1
3114,4596,1
3114,16769,1
3114,7771,1
3114,7335,1
3114,6818,1
11131,16589,1
11131,14625,1
11131,13874,1
11131,7929,1
11131,19189,1
11131,12541,1
11131,83,1
11131,7990,1
11131,3547,1
11131,3173,1
11131,5034,1
11131,13596,1
11131,4596,1
11131,16769,1
11131,7771,1
11131,7335,1
11131,6818,1
16589,14625,1
16589,13874,1
16589,7929,1
16589,19189,1
16589,12541,1
16589,83,1
16589,7990,1
16589,3547,1
16589,3173,1
16589,5034,1
16589,13596,1
16589,4596,1
16589,16769,1
16589,7771,1
16589,7335,1
16589,6818,1
14625,13874,1
14625,7929,1
14625,19189,1
14625,83,1
14625,7990,1
14625,3547,1
14625,3173,1
14625,5034,1
14625,13596,1
14625,4596,1
14625,16769,1
14625,7771,1
14625,7335,1
14625,6818,1
13874,7929,1
13874,19189,1
13874,12541,1
13874,83,1
13874,7990,1
13874,3547,1
13874,3173,1
13874,5034,1
13874,13596,1
13874,4596,1
13874,16769,1
13874,7771,1
13874,7335,1
13874,6818,1
7929,19189,1
7929,12541,1
7929,83,1
7929,7990,1
7929,3547,1
7929,3173,1
7929,5034,1
7929,13596,1
7929,4596,1
7929,16769,1
7929,7771,1
7929,7335,1
7929,6818,1
19189,12541,1
19189,83,1
19189,7990,1
19189,3547,1
19189,3173,1
19189,5034,1
19189,13596,1
19189,4596,1
19189,16769,1
19189,7771,1
19189,7335,1
19189,6818,1
12541,83,1
12541,7990,1
12541,3547,1
12541,3173,1
12541,5034,1
12541,13596,1
12541,4596,1
12541,16769,1
12541,7771,1
12541,7335,1
12541,6818,1
83,7990,1
83,3547,1
83,3173,1
83,5034,1
83,13596,1
83,4596,1
83,16769,1
83,7771,1
83,7335,1
83,6818,1
7990,3547,1
7990,3173,1
7990,5034,1
7990,13596,1
7990,4596,1
7990,16769,1
7990,7771,1
7990,7335,1
7990,6818,1
3547,3173,1
3547,5034,1
3547,13596,1
3547,4596,1
3547,16769,1
3547,7771,1
3547,7335,1
3547,6818,1
3173,5034,1
3173,13596,2
3173,4596,1
3173,16769,1
3173,7771,1
3173,7335,1
3173,6818,1
5034,13596,1
5034,4596,1
5034,16769,1
5034,7771,1
5034,7335,1
5034,6818,1
13596,4596,1
13596,16769,1
13596,7771,1
13596,7335,1
13596,6818,1
4596,16769,1
4596,7771,1
4596,7335,1
4596,6818,1
16769,7771,1
16769,7335,1
16769,6818,1
7771,7335,1
7771,6818,1
7335,6818,1
1784,7305,2
7305,9820,1
15108,18316,1
15108,12631,1
6020,6134,1
6020,18316,1
6134,18316,1
6134,13942,1
6134,12631,1
6134,18798,1
18316,1784,2
18316,12631,1
18316,18798,1
4290,13942,4
4290,12631,1
13942,12631,3
13942,18798,2
12631,18798,1
5029,8263,1
8263,4416,3
8263,1784,4
16054,8732,1
12687,17363,1
12687,1617,1
12687,9479,1
12687,11589,1
12687,18460,1
13686,6338,2
13686,16342,5
13686,17363,1
13686,1617,1
13686,8969,1
13686,15050,2
13686,9479,1
13686,18808,1
13686,11589,1
13686,18460,1
6338,16342,1
6338,17363,1
6338,1617,1
6338,15050,3
6338,9479,1
6338,11589,1
6338,18460,1
16342,17363,1
16342,1617,1
16342,8969,1
16342,9479,1
16342,11589,1
16342,18460,1
17363,1617,1
17363,8969,1
17363,15050,1
17363,9479,1
17363,18808,1
17363,11589,1
17363,18460,1
1617,8969,1
1617,15050,1
1617,9479,1
1617,18808,1
1617,11589,1
1617,18460,1
8969,15050,1
8969,9479,1
8969,11589,1
8969,18460,1
15050,9479,1
15050,18808,1
15050,11589,1
15050,18460,1
9479,18808,1
9479,11589,1
9479,18460,1
18808,11589,1
18808,18460,1
11589,18460,1
12953,249,4
12953,38,5
12953,1524,2
12953,17536,3
15886,7920,1
15886,249,2
15886,38,2
15886,1524,1
15886,17536,2
15886,5178,4
6082,16418,1
6082,249,1
6082,38,1
6082,1524,1
6082,17536,1
6082,5178,3
16418,7920,1
16418,249,4
16418,38,5
16418,2436,1
16418,16965,1
16418,1524,2
16418,17536,3
7920,249,1
7920,38,1
7920,2436,1
7920,1524,1
7920,17536,1
7920,5178,1
249,38,3
249,2436,1
249,16965,1
249,1524,1
249,17536,3
38,2436,1
38,16965,1
38,1524,1
38,17536,3
2436,16965,2
2436,1524,1
2436,17536,1
2436,5178,2
16965,1524,1
16965,17536,1
16965,5178,2
1524,17536,1
1524,5178,1
3394,15108,114
3394,14953,3
3394,1489,27
3394,13109,8
3394,7674,22
3394,11028,15
3394,6332,1
15108,15853,2
14953,4429,1
14953,242,2
14953,15853,2
14953,7674,3
14953,4765,1
14953,13187,1
14953,6332,1
18798,13109,9
18798,15853,2
18798,4765,6
4235,15853,3
1784,242,11
1784,13109,8
10813,13109,2
10813,15853,1
10813,7674,13
10813,11028,6
10813,6332,1
4429,242,4
4429,15853,1
4429,6332,1
1489,13109,3
1489,15853,2
1489,13187,4
1489,6332,1
242,13109,7
242,4765,2
242,11028,1
242,13187,1
242,6332,1
13109,15853,2
13109,4765,1
13109,11028,2
13109,13187,2
13109,6332,1
15853,7674,1
15853,4765,1
15853,11028,1
15853,13187,1
15853,6332,1
7674,6332,1
4765,11028,2
4765,13187,3
4765,6332,1
11028,6332,1
13187,6332,1
159,10054,4
159,614,7
5944,20,7
17783,10054,6
18820,11607,1
18820,5480,1
18820,10054,1
18820,5862,9
18820,20,1
11607,10054,1
11607,614,4
11607,20,2
10054,20,2
8655,17253,2
7085,17253,2
7674,8674,8
7674,18798,21
9820,8674,3
1784,1480,11
1784,8674,8
3014,8674,2
3014,18798,26
1489,18798,24
1480,8674,3
13147,15108,1
10813,16458,2
16458,15108,1
1784,11951,10
4235,13059,5
4235,11951,11
5620,11951,1
5620,14642,1
12312,11951,1
12312,14642,1
12312,8982,1
13059,11951,1
13059,14642,1
13059,8982,1
4348,11951,1
4348,14642,1
4348,8982,1
3596,2216,2
3596,11951,1
3596,14642,1
3596,8982,1
2216,11951,1
2216,14642,1
2216,8982,1
11951,8982,3
9820,1192,1
18798,15125,2
18798,6020,4
18798,1192,1
15108,1192,1
15125,8277,2
15125,1192,1
15125,10813,3
8277,1192,1
8277,10813,23
6020,1192,1
6020,10813,5
1192,10813,1
16054,12027,1
16054,14856,3
16054,13529,3
12027,17606,14
12027,14856,1
12027,13529,1
12027,4227,1
12027,13595,1
12027,10784,1
17606,14856,3
14856,4227,1
14856,13595,1
14856,10784,1
13529,4227,1
13529,13595,1
13529,10784,1
4227,13595,1
4227,10784,1
13595,10784,1
9666,16029,1
8714,7790,1
8714,6880,1
8714,16029,1
11845,655,1
11845,7790,1
11845,16029,1
13501,16029,1
15473,16029,1
15473,5252,4
655,7790,1
655,6880,1
655,10180,1
655,16029,1
655,5252,1
7790,6880,1
7790,16029,1
7790,5252,1
6880,10180,2
6880,16029,1
6880,5252,3
10180,16029,1
16029,1784,1
16029,4235,1
16029,5252,1
8203,3590,1
10813,18970,1
4429,18970,1
18970,13728,1
18970,1480,1
18970,4235,1
18970,15108,1
1480,15108,18
10773,17894,1
10773,3735,2
10773,17996,1
10773,8396,1
17894,17996,1
17894,8396,4
4861,17996,13
8396,12989,5
18970,4861,1
12989,4861,1
4861,18245,2
17796,11062,1
17796,16766,20
17796,19347,1
17796,7715,1
17796,17198,1
11062,19347,4
11062,7715,1
11062,17198,1
19161,16766,17
19161,19347,3
19161,7715,1
16766,19347,2
16766,7715,1
16766,17198,1
19347,7715,1
19347,17198,1
7715,17198,1
7715,19336,1
2339,5658,2
2339,17082,3
5658,8602,1
5658,17082,2
8602,17082,1
6392,10838,10
6392,1397,1
6392,3788,1
7072,10838,2
7072,1397,2
7072,3788,1
205,14773,1
205,10838,10
205,1397,1
205,16225,1
205,3788,1
205,16862,1
13851,14773,1
13851,10838,9
13851,1397,1
13851,16225,1
13851,3788,1
14773,10838,1
14773,1397,2
14773,3788,1
14773,9843,3
14773,16862,2
10838,1397,1
10838,16225,1
10838,3788,1
10838,9843,1
10838,16862,1
1397,16225,1
1397,3788,1
1397,16862,2
16225,3788,1
16225,9843,2
16225,16862,1
3788,9843,1
3788,16862,1
9843,16862,2
2339,11249,1
2339,2570,1
2339,18307,1
2339,18997,1
11249,2570,1
11249,18307,1
11249,18997,1
2570,18307,1
2570,18997,1
18307,18997,1
10848,5599,1
16340,15566,6
16340,17768,1
16340,5599,1
7121,17768,2
7121,710,3
7121,14317,1
7121,5599,1
15566,17768,1
15566,5599,1
17768,710,2
17768,5599,1
10590,14317,2
10590,5599,1
710,5599,1
14317,5599,1
2263,5224,1
2263,4320,2
2263,18045,1
2263,510,1
11087,313,1
11087,4515,1
11087,5224,1
11087,4320,1
11087,18045,1
11087,10144,1
11087,510,1
11087,647,1
313,6926,1
313,5224,1
313,4320,1
313,18045,1
313,10144,3
313,510,1
4515,4320,1
4515,18045,1
4515,10144,1
4515,647,1
6926,5224,1
6926,4320,1
6926,18045,1
5224,4320,1
5224,18045,1
5224,10144,1
5224,647,1
4320,18045,1
4320,10144,1
4320,510,1
4320,647,1
18045,10144,1
18045,510,1
18045,647,1
10144,510,1
510,647,1
14531,3076,1
14531,12963,1
14531,4236,1
14531,1358,1
14531,4515,1
14531,17055,1
14531,16448,1
14531,3469,1
14531,9214,1
14531,12898,1
3076,12963,1
3076,4236,1
3076,1358,1
3076,12831,1
3076,17055,1
3076,16448,1
3076,3469,1
3076,9214,1
3076,12898,1
12963,4236,1
12963,1358,1
12963,12831,1
12963,4515,1
12963,17055,1
12963,16448,1
12963,3469,1
12963,9214,1
12963,12898,1
4236,1358,1
4236,12831,1
4236,4515,1
4236,17055,1
4236,16448,1
4236,3469,1
4236,9214,1
4236,12898,1
1358,12831,1
1358,4515,1
1358,17055,1
1358,16448,1
1358,3469,1
1358,9214,1
1358,12898,1
12831,4515,1
12831,17055,1
12831,16448,1
12831,3469,1
12831,9214,1
12831,12898,1
4515,17055,1
4515,16448,1
4515,3469,1
4515,9214,1
4515,12898,1
17055,16448,1
17055,3469,1
17055,9214,1
17055,12898,1
16448,3469,1
16448,9214,1
16448,12898,1
3469,9214,1
3469,12898,1
9214,12898,1
4415,7473,4
4415,5296,1
4415,16360,1
4415,7789,2
4415,1255,1
5296,7789,1
16360,7789,1
16360,1255,1
7789,1255,1
8655,824,1
8655,14401,1
7085,824,1
7085,14401,1
824,7441,1
824,14401,1
824,6010,1
7441,14401,1
14401,6010,1
4235,14688,1
1963,14688,1
1471,14688,1
